# x_m,y_m,w_tr_right_m,w_tr_left_m
-1.9000,2.2600,0.7500,0.7500
-1.9000,2.3100,0.7500,0.7500
-1.9000,2.3600,0.7500,0.7500
-1.9000,2.4100,0.7500,0.7500
-1.9000,2.4600,0.7500,0.7500
-1.9500,2.5100,0.8000,0.8000
-1.9500,2.5600,0.8000,0.8000
-1.9500,2.6100,0.8000,0.8000
-1.9500,2.6600,0.8000,0.8000
-1.9500,2.7100,0.8016,0.8016
-1.9500,2.7600,0.8062,0.8062
-1.9500,2.8100,0.8139,0.8139
-1.9500,2.8600,0.8246,0.8246
-1.9500,2.9100,0.8382,0.8382
-1.9500,2.9600,0.8544,0.8544
-1.9500,3.0100,0.8732,0.8732
-2.0000,3.0600,0.9394,0.9394
-2.0000,3.1100,0.9618,0.9618
-2.0000,3.1600,0.9862,0.9862
-2.0000,3.2100,1.0012,1.0012
-2.0000,3.2600,1.0050,1.0050
-2.0500,3.3100,0.9618,0.9618
-2.0500,3.3600,0.9708,0.9708
-2.0000,3.4100,1.0308,1.0308
-1.9500,3.4600,1.0794,1.0794
-1.9000,3.5100,1.0920,1.0920
-1.8500,3.5600,1.0595,1.0595
-1.8000,3.6100,1.0308,1.0308
-1.7500,3.6100,1.0512,1.0512
-1.7000,3.6600,1.0296,1.0296
-1.6500,3.6600,1.0512,1.0512
-1.6000,3.6600,1.0548,1.0548
-1.5500,3.7100,1.0308,1.0308
-1.5000,3.7100,1.0440,1.0440
-1.4500,3.7600,1.0124,1.0124
-1.4000,3.7600,1.0308,1.0308
-1.3500,3.8100,0.9962,0.9962
-1.3000,3.8100,1.0124,1.0124
-1.2500,3.8600,0.9849,0.9849
-1.2000,3.8600,1.0062,1.0062
-1.1500,3.8600,1.0124,1.0124
-1.1000,3.9100,1.0124,1.0124
-1.0500,3.9100,1.0062,1.0062
-1.0000,3.9100,0.9849,0.9849
-0.9500,3.9600,1.0062,1.0062
-0.9000,3.9600,0.9849,0.9849
-0.8500,4.0100,1.0124,1.0124
-0.8000,4.0100,0.9962,0.9962
-0.7500,4.0600,1.0062,1.0062
-0.7000,4.0600,1.0062,1.0062
-0.6500,4.0600,0.9849,0.9849
-0.6000,4.1100,1.0124,1.0124
-0.5500,4.1100,0.9962,0.9962
-0.5000,4.1100,0.9823,0.9823
-0.4500,4.1600,1.0050,1.0050
-0.4000,4.1600,0.9962,0.9962
-0.3500,4.2100,0.9708,0.9708
-0.3000,4.2100,0.9823,0.9823
-0.2500,4.2100,0.9962,0.9962
-0.2000,4.2100,0.9823,0.9823
-0.1500,4.2600,0.9823,0.9823
-0.1000,4.2600,0.9962,0.9962
-0.0500,4.2600,0.9849,0.9849
0.0000,4.3100,0.9618,0.9618
0.0500,4.3100,0.9708,0.9708
0.1000,4.3100,0.9823,0.9823
0.1500,4.3100,0.9708,0.9708
0.2000,4.3100,0.9618,0.9618
0.2500,4.3600,0.9823,0.9823
0.3000,4.3600,0.9823,0.9823
0.3500,4.3600,0.9708,0.9708
0.4000,4.3600,0.9618,0.9618
0.4500,4.3600,0.9487,0.9487
0.5000,4.4100,0.9823,0.9823
0.5500,4.4100,0.9708,0.9708
0.6000,4.4100,0.9618,0.9618
0.6500,4.4100,0.9487,0.9487
0.7000,4.4100,0.9341,0.9341
0.7500,4.4600,0.9708,0.9708
0.8000,4.4600,0.9618,0.9618
0.8500,4.4600,0.9552,0.9552
0.9000,4.4600,0.9513,0.9513
0.9500,4.5100,0.9962,0.9962
1.0000,4.5100,0.9823,0.9823
1.0500,4.5100,0.9708,0.9708
1.1000,4.5600,1.0112,1.0112
1.1500,4.5600,1.0050,1.0050
1.2000,4.5600,1.0012,1.0012
1.2500,4.5600,0.9962,0.9962
1.3000,4.6100,1.0308,1.0308
1.3500,4.6100,1.0198,1.0198
1.4000,4.6100,1.0112,1.0112
1.4500,4.6600,1.0548,1.0548
1.5000,4.6600,1.0440,1.0440
1.5500,4.6600,1.0308,1.0308
1.6000,4.6600,1.0198,1.0198
1.6500,4.7100,1.0607,1.0607
1.7000,4.7100,1.0512,1.0512
1.7500,4.7100,1.0308,1.0308
1.8000,4.7100,1.0124,1.0124
1.8500,4.7600,1.0440,1.0440
1.9000,4.7600,1.0308,1.0308
1.9500,4.7600,1.0198,1.0198
2.0000,4.7600,1.0112,1.0112
2.0500,4.8100,1.0548,1.0548
2.1000,4.8100,1.0440,1.0440
2.1500,4.8100,1.0308,1.0308
2.2000,4.8600,1.0689,1.0689
2.2500,4.8600,1.0607,1.0607
2.3000,4.8600,1.0548,1.0548
2.3500,4.8600,1.0440,1.0440
2.4000,4.9100,1.0689,1.0689
2.4500,4.9100,1.0689,1.0689
2.5000,4.9100,1.0595,1.0595
2.5500,4.9600,1.0548,1.0548
2.6000,4.9600,1.0607,1.0607
2.6500,4.9600,1.0689,1.0689
2.7000,4.9600,1.0595,1.0595
